,name,file_name,num_file,level
0,Home Alone,Home.Alone.4.2002.WEBRip.x264-RARBG.srt,False,easy
0,Avatar,Avatar (2009) Extended CE (1080p BluRay x265 afm72).srt,True,easy
0,Home Alone 2: Lost in New York,Home.Alone.2.Lost.In.New.York.1992.MULTISUBS.iNT.PAL.DVDR-EXT (ENG-Hearing Impaired).srt,False,easy
0,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates.of.the.Caribbean.The.Curse.of.the.Black.Pearl.2003.Hybrid.2160p.UHD.Bluray.Remux.DV.HEVC.Atmos.TrueHD.7.1-4K4U.srt,False,easy
0,Forrest Gump,Forrest.Gump.1994.REMASTERED.1080p.BluRay.REMUX.AVC.DTS-HD.MA.TrueHD.7.1.Atmos-FGT.English.srt,False,easy
0,Eat Pray Love,Eat.Pray.Love.2010.DC.1080p.BluRay.x265-RARBG.srt,False,easy
0,The Terminal,The Terminal (2004)25.srt,False,easy
0,Back to the Future,Back.to.the.Future.Part.III.1990.1080p.YAS.Eng.srt,False,easy
0,The Hobbit: The Desolation of Smaug,The.Hobbit.The.Desolation.of.Smaug.2013.1080p.BluRay.x264.YIFY.en.srt,False,easy
0,Legally Blonde,Legally.Blonde.2001.REMASTERED.720p.BluRay.X264-AMIABLE.srt,False,easy
0,The Hobbit: The Battle of the Five Armies,The.Hobbit.The.Battle.of.the.Five.Armies.2014.EXTENDED.REMASTERED.1080p.BluRay.x265-RARBG.en.srt,False,easy
0,The Hunger Games,The Hunger Games (2012).srt,False,easy
0,"Crazy, Stupid, Love.","Crazy, Stupid, Love. (2011) (1080p BluRay x265 HEVC 10bit AAC 5.1 afm72).srt",False,easy
0,How to Lose a Guy in 10 Days,how to lose a guy.srt,False,easy
0,Catch Me If You Can,CatchMeIfYouCan.2002.BRRip.srt,True,easy
0,Edge of Tomorrow,Edge.of.Tomorrow.2014.720p.WEB-DL.x264.AAC-lwn.srt,False,easy
0,Just Go with It,Just.Go.With.It.2011.BrRip.720p.x264.YIFY.srt,False,easy
0,The Truman Show,The.Truman.Show.1998.1080p.BluRay.REMUX.AVC.TrueHD.5.1-EPSiLON_SDH.srt,False,easy
0,Groundhog Day,Groundhog Day 2160p BluRay REMUX DV.srt,False,easy
0,Me Before You,Me.Before.You.2016.720p.BluRay.x264.VPPV.srt,False,easy
0,How the Grinch Stole Christmas,Dr.Seuss'.How.The.Grinch.Stole.Christmas.AMZN.WEB-DL.srt,False,easy
0,The Addams Family,The Addams Family (1991)1080p BluRay (Extended Cut) ENG SDH.srt,False,easy
0,The Family Man,The.Family.Man.2000.1080p.YAS.Eng.srt,False,easy
0,Miss Congeniality,Miss.Congeniality.2.Armed.and.Fabulous.2005.x264.DTS.2AUDIO-WAF.Eng.srt,False,easy
0,Some Like It Hot,Some.Like.It.Hot.1959.2160p.BluRay.REMUX.HEVC.DV.DTS-HD.MA.5.1-Flights.srt,False,easy
0,The Twilight Saga: Breaking Dawn - Part 2,The.Twilight.Saga.Breaking.Dawn.Part.2.2012.720p.BRrip.x264.YIFY.srt,False,easy
0,The Help,The.Help.2011.WEBRip.iTunes.srt,False,easy
0,The Hunger Games: Catching Fire,The.Hunger.Games.Catching.Fire.2013.2160p.UHD.BluRay.TrueHD.7.1.HDR.x265-CtrlHD.srt,False,easy
0,Pirates of the Caribbean: Dead Man's Chest,"d0pe-potcdmcrpk1.srt,d0pe-potcdmcrpk2.srt",True,easy
0,Sleepless in Seattle,Sleepless.In.Seattle-(Algo.para.recordar).(Schlaflos In Seattle)-(1993).ENG-SPA-GER.engHi.srt,False,easy
0,Father of the Bride,Father.of.the.Bride.Part.II.1995.WEB-DL.DSNP.srt,False,easy
0,Hitch,Hitch 2005 1080p Blu-ray Remux MPEG-2 DTS-HD MA 5.1 - KRaLiMaRKo_EN.SDH.srt,False,easy
0,Mean Girls,Mean.Girls.2.2011.SLOSubs.DVDRip.XviD-RAKiA-eng.srt,False,easy
0,Dead Poets Society,Dead Poets Society (1989) [BluRay 1080p 10bit 5.1CH x265].srt,False,easy
0,Breakfast at Tiffany's,Breakfast at Tiffany's BDRip 1080p.eng.srt,False,easy
0,Zoolander,Zoolander.2001.1080p.Blu-ray.Remux.AVC.DTS-HD.MA.5.1.-.KRaLiMaRKo_en.sdh.srt,False,easy
0,Men in Black,Men.in.Black.International.2019.720p.BluRay.x264-GECKOS.srt,False,easy
0,Hacksaw Ridge,HacksawRidge2016DVDScrXVIDAC3HQHive-CM8.srt,False,easy
